date,project,sessions,users,new_users,bounce_rate,pages_per_session,avg_session_duration_seconds,impressions,clicks,ctr,cpc,ad_spend,cpm,transactions,ecommerce_conversion_rate,revenue,roas,cpa
2025-02-27,Project Alpha,1978,1646,868,0.4516,3.73,124,37193,1283,0.0345,0.9649,1237.96,33.2848,56,0.0283,3040.19,2.456,22.11
2025-02-28,Project Alpha,2007,1797,894,0.4447,2.53,137,64982,1213,0.0187,0.9357,1135.01,17.4665,28,0.014,1970.78,1.736,40.54
2025-03-01,Project Alpha,1835,1677,765,0.476,2.72,119,59920,763,0.0127,0.5496,419.37,6.9988,25,0.0136,1908.89,4.552,16.77
2025-03-02,Project Alpha,1910,1813,1174,0.4208,2.77,194,38825,799,0.0206,0.9211,735.95,18.9556,50,0.0262,2754.37,3.743,14.72
2025-03-03,Project Alpha,1987,1596,811,0.4834,4.1,213,76673,1288,0.0168,1.0126,1304.27,17.0108,58,0.0292,4912.34,3.766,22.49
2025-03-04,Project Alpha,2416,2146,1232,0.4831,4.34,142,73712,1219,0.0165,0.8588,1046.91,14.2027,20,0.0083,1421.97,1.358,52.35
2025-03-05,Project Alpha,2446,2174,904,0.6454,2.75,117,52918,1813,0.0343,0.8006,1451.47,27.4287,33,0.0135,2424.16,1.67,43.98
2025-03-06,Project Alpha,2255,2007,911,0.3478,2.82,246,33599,1040,0.031,1.0487,1090.61,32.4596,62,0.0275,4280.79,3.925,17.59
2025-03-07,Project Alpha,2100,1983,1112,0.197,2.89,175,67898,1209,0.0178,0.7673,927.65,13.6624,22,0.0105,1668.72,1.799,42.17
2025-03-08,Project Alpha,1602,1427,948,0.4351,3.33,200,34574,957,0.0277,0.9007,861.99,24.9317,27,0.0169,1990.7,2.309,31.93
2025-03-09,Project Alpha,1692,1607,657,0.4753,3.67,163,36671,1021,0.0278,0.7686,784.71,21.3987,41,0.0242,2788.3,3.553,19.14
2025-03-10,Project Alpha,1918,1595,748,0.4322,1.89,154,75203,1080,0.0144,0.6075,656.09,8.7243,29,0.0151,1747.24,2.663,22.62
2025-03-11,Project Alpha,2144,1798,911,0.4044,3.23,191,58328,1255,0.0215,0.6517,817.92,14.0228,20,0.0093,1270.73,1.554,40.9
2025-03-12,Project Alpha,2572,2111,1212,0.4782,2.28,165,92446,1487,0.0161,0.7871,1170.42,12.6606,42,0.0163,3104.85,2.653,27.87
2025-03-13,Project Alpha,2065,1670,878,0.6239,2.88,247,34598,1041,0.0301,0.859,894.22,25.846,62,0.03,4112.71,4.599,14.42
2025-03-14,Project Alpha,1783,1557,969,0.4001,1.0,98,57054,1275,0.0223,0.5274,672.41,11.7855,28,0.0157,2246.67,3.341,24.01
2025-03-15,Project Alpha,1708,1399,642,0.6404,4.24,264,36116,867,0.024,0.5573,483.21,13.3794,28,0.0164,1929.77,3.994,17.26
2025-03-16,Project Alpha,1584,1333,621,0.4791,3.41,145,36673,1004,0.0274,0.6232,625.71,17.0619,37,0.0234,2844.38,4.546,16.91
2025-03-17,Project Alpha,1963,1679,715,0.568,3.24,141,26156,733,0.028,0.909,666.31,25.4745,39,0.0199,2739.92,4.112,17.08
2025-03-18,Project Alpha,2303,2059,1287,0.4875,3.0,111,55956,1149,0.0205,0.6502,747.03,13.3503,41,0.0178,2781.8,3.724,18.22
2025-03-19,Project Alpha,2237,1947,1051,0.3893,3.42,41,57824,1265,0.0219,1.0221,1293.0,22.361,40,0.0179,2167.1,1.676,32.33
2025-03-20,Project Alpha,2729,2556,1413,0.4721,2.64,165,50371,1277,0.0254,0.754,962.87,19.1156,65,0.0238,4196.16,4.358,14.81
2025-03-21,Project Alpha,1948,1628,675,0.393,3.33,96,37284,1107,0.0297,0.6192,685.44,18.3843,61,0.0313,3599.26,5.251,11.24
2025-03-22,Project Alpha,1823,1523,919,0.4054,3.62,170,33048,694,0.021,0.8157,566.09,17.1293,56,0.0307,3247.52,5.737,10.11
2025-03-23,Project Alpha,1965,1674,685,0.4592,3.28,159,43277,1140,0.0263,0.9577,1091.75,25.227,48,0.0244,3369.63,3.086,22.74
2025-03-24,Project Alpha,1880,1776,716,0.3519,3.79,211,34180,622,0.0182,0.5377,334.44,9.7847,36,0.0191,2689.8,8.043,9.29
2025-03-25,Project Alpha,2143,2015,918,0.514,2.97,179,55085,982,0.0178,0.3214,315.63,5.7299,77,0.0359,4725.52,14.972,4.1
2025-03-26,Project Alpha,2479,2198,1476,0.5316,3.5,196,35656,1033,0.029,0.9492,980.47,27.498,51,0.0206,3879.69,3.957,19.22
2025-03-27,Project Alpha,1964,1651,755,0.3971,2.36,220,46873,1096,0.0234,0.7087,776.78,16.572,42,0.0214,1972.17,2.539,18.49
2025-03-28,Project Alpha,2202,1905,856,0.2875,3.19,119,61289,1426,0.0233,0.887,1264.8,20.6367,51,0.0232,3446.28,2.725,24.8
2025-03-29,Project Alpha,1998,1795,1202,0.2845,2.43,159,27244,697,0.0256,1.1859,826.55,30.3388,46,0.023,2685.27,3.249,17.97
2025-03-30,Project Alpha,1913,1560,705,0.6581,1.88,191,39817,979,0.0246,0.7338,718.41,18.0428,66,0.0345,4648.14,6.47,10.88
2025-03-31,Project Alpha,1808,1515,869,0.5583,2.77,160,26768,891,0.0333,0.5765,513.63,19.1882,27,0.0149,1587.4,3.091,19.02
2025-04-01,Project Alpha,2239,1953,1274,0.3649,2.71,106,41816,1172,0.028,0.5008,586.99,14.0374,44,0.0197,2941.69,5.011,13.34
2025-04-02,Project Alpha,2400,2111,865,0.2012,2.64,185,74600,1407,0.0189,0.8715,1226.2,16.437,51,0.0213,2963.66,2.417,24.04
2025-04-03,Project Alpha,2272,2137,1279,0.3593,2.95,136,143450,1627,0.0113,0.8681,1412.36,9.8457,68,0.0299,3510.58,2.486,20.77
2025-04-04,Project Alpha,1901,1551,786,0.6235,2.5,140,25535,671,0.0263,0.7367,494.32,19.3585,27,0.0142,1678.06,3.395,18.31
2025-04-05,Project Alpha,1803,1505,829,0.5518,3.35,153,32147,1079,0.0336,0.8324,898.13,27.9382,59,0.0327,3413.32,3.8,15.22
2025-04-06,Project Alpha,2173,1977,1280,0.4734,2.93,219,38142,987,0.0259,0.6213,613.17,16.076,57,0.0262,3441.98,5.613,10.76
2025-04-07,Project Alpha,2580,2183,1248,0.1836,2.94,161,32362,1114,0.0344,0.9667,1076.88,33.2761,67,0.026,4270.39,3.966,16.07
2025-04-08,Project Alpha,2387,2190,1051,0.6149,3.85,132,33347,909,0.0273,0.8916,810.45,24.3035,17,0.0071,1314.06,1.621,47.67
2025-04-09,Project Alpha,2223,1918,1203,0.4162,2.51,154,58479,1048,0.0179,0.8786,920.77,15.7453,44,0.0198,2800.2,3.041,20.93
2025-04-10,Project Alpha,2378,1920,791,0.2591,4.02,168,57160,1282,0.0224,0.794,1017.89,17.8077,58,0.0244,3727.94,3.662,17.55
2025-04-11,Project Alpha,1692,1534,739,0.4841,2.93,200,40739,858,0.0211,0.8692,745.74,18.3053,42,0.0248,2440.23,3.272,17.76
2025-04-12,Project Alpha,2428,2281,978,0.2515,2.67,195,60925,1228,0.0202,0.6948,853.22,14.0044,37,0.0152,1816.52,2.129,23.06
2025-04-13,Project Alpha,2693,2480,1558,0.3314,2.98,157,53957,1077,0.02,0.7376,794.41,14.723,62,0.023,3971.59,4.999,12.81
2025-04-14,Project Alpha,2911,2413,1430,0.5023,2.87,150,42447,1223,0.0288,0.5715,698.94,16.4662,83,0.0285,5812.27,8.316,8.42
2025-04-15,Project Alpha,3148,2592,1611,0.5682,4.08,113,88715,2009,0.0226,0.9429,1894.23,21.3519,107,0.034,6527.59,3.446,17.7
2025-04-16,Project Alpha,3492,3118,1632,0.2664,2.55,216,80994,2131,0.0263,0.8869,1889.88,23.3336,55,0.0158,3211.96,1.7,34.36
2025-04-17,Project Alpha,3429,2796,1224,0.4104,2.78,205,76807,2353,0.0306,0.9177,2159.35,28.114,116,0.0338,5666.36,2.624,18.62
2025-04-18,Project Alpha,2838,2367,1438,0.5119,2.18,128,44264,1303,0.0294,0.8521,1110.25,25.0825,47,0.0166,3627.64,3.267,23.62
2025-04-19,Project Alpha,1910,1623,876,0.4461,2.35,251,53833,915,0.017,0.8351,764.08,14.1935,43,0.0225,3475.1,4.548,17.77
2025-04-20,Project Alpha,2191,1917,807,0.4696,2.54,193,45739,1075,0.0235,0.7553,811.91,17.7509,52,0.0237,2438.04,3.003,15.61
2025-04-21,Project Alpha,2208,2029,1223,0.4798,3.36,171,57558,1122,0.0195,0.994,1115.29,19.3768,74,0.0335,5650.57,5.066,15.07
2025-04-22,Project Alpha,1968,1739,874,0.374,3.3,234,34220,715,0.0209,0.8443,603.66,17.6406,31,0.0158,2424.68,4.017,19.47
2025-04-23,Project Alpha,2556,2412,1374,0.4634,2.5,166,137778,1591,0.0115,0.5778,919.24,6.6719,46,0.018,2863.13,3.115,19.98
2025-04-24,Project Alpha,2068,1684,763,0.4468,3.29,213,34807,890,0.0256,0.9623,856.49,24.6068,68,0.0329,3793.13,4.429,12.6
2025-04-25,Project Alpha,1802,1478,872,0.5637,3.25,118,38645,1232,0.0319,0.8,985.58,25.5034,53,0.0294,3829.99,3.886,18.6
2025-04-26,Project Alpha,2019,1672,682,0.404,1.88,212,46163,1255,0.0272,0.7616,955.78,20.7045,44,0.0218,2438.59,2.551,21.72
2025-04-27,Project Alpha,2031,1651,689,0.682,3.24,124,77029,1180,0.0153,1.1153,1316.1,17.0858,44,0.0217,2500.62,1.9,29.91
2025-04-28,Project Alpha,1850,1650,1104,0.4845,4.0,128,22273,747,0.0335,1.1462,856.24,38.443,47,0.0254,3878.18,4.529,18.22
2025-04-29,Project Alpha,2396,1924,952,0.4257,2.38,220,92564,1756,0.019,0.439,770.88,8.3281,34,0.0142,2282.28,2.961,22.67
2025-04-30,Project Alpha,2055,1943,997,0.4319,2.75,108,28285,711,0.0251,0.6902,490.76,17.3505,21,0.0102,1087.47,2.216,23.37
2025-05-01,Project Alpha,2038,1829,765,0.6453,3.38,170,37812,927,0.0245,0.5125,475.11,12.5651,65,0.0319,3696.85,7.781,7.31
2025-05-02,Project Alpha,1953,1677,753,0.366,3.57,168,58573,1215,0.0207,0.8408,1021.57,17.441,57,0.0292,3391.59,3.32,17.92
2025-05-03,Project Alpha,1612,1426,959,0.4578,2.0,128,32725,803,0.0245,0.679,545.23,16.661,37,0.023,2838.79,5.207,14.74
2025-05-04,Project Alpha,1873,1521,826,0.5595,3.4,133,26195,802,0.0306,0.6698,537.21,20.5081,47,0.0251,1894.6,3.527,11.43
2025-05-05,Project Alpha,2202,1984,1080,0.4626,2.63,146,25289,947,0.0374,0.8211,777.55,30.7466,40,0.0182,2508.61,3.226,19.44
2025-05-06,Project Alpha,2404,2001,1066,0.4826,3.95,216,73986,1591,0.0215,0.8341,1327.01,17.936,60,0.025,4687.54,3.532,22.12
2025-05-07,Project Alpha,2381,2098,1220,0.4402,3.5,107,58768,996,0.0169,1.0241,1019.97,17.3559,61,0.0256,3046.48,2.987,16.72
2025-05-08,Project Alpha,2207,1986,842,0.3284,2.95,141,46584,1005,0.0216,0.7783,782.15,16.7901,11,0.005,935.18,1.196,71.1
2025-05-09,Project Alpha,2231,1833,1011,0.4124,4.29,250,63974,1662,0.026,1.1366,1889.01,29.5278,58,0.026,3494.04,1.85,32.57
2025-05-10,Project Alpha,1886,1531,690,0.2862,3.18,179,37337,964,0.0258,0.638,615.07,16.4735,56,0.0297,4396.95,7.149,10.98
2025-05-11,Project Alpha,1748,1507,614,0.1897,2.39,141,26155,904,0.0346,0.577,521.6,19.9426,32,0.0183,2273.67,4.359,16.3
2025-05-12,Project Alpha,2258,1992,1081,0.3603,2.18,187,45392,1036,0.0228,0.8953,927.53,20.4338,54,0.0239,3477.88,3.75,17.18
2025-05-13,Project Alpha,2317,1970,1220,0.3966,4.3,86,55669,1543,0.0277,0.8256,1273.83,22.8822,45,0.0194,2815.23,2.21,28.31
2025-05-14,Project Alpha,2004,1768,921,0.4657,3.1,182,36978,733,0.0198,0.7546,553.13,14.9584,36,0.018,1927.97,3.486,15.36
2025-05-15,Project Alpha,2117,1826,926,0.6568,4.15,248,38270,932,0.0244,0.5765,537.29,14.0395,51,0.0241,3914.02,7.285,10.54
2025-05-16,Project Alpha,1870,1654,791,0.5115,4.35,194,25120,758,0.0302,1.1906,902.51,35.9279,35,0.0187,1739.97,1.928,25.79
2025-05-17,Project Alpha,1787,1507,606,0.7012,1.81,163,27135,787,0.029,0.6574,517.38,19.0669,39,0.0218,2859.2,5.526,13.27
2025-05-18,Project Alpha,2164,1863,1037,0.4462,3.13,207,49207,1287,0.0262,0.8627,1110.25,22.5628,52,0.024,3478.38,3.133,21.35
2025-05-19,Project Alpha,1769,1487,683,0.4787,2.53,117,27691,1060,0.0383,0.684,725.02,26.1825,41,0.0232,2069.71,2.855,17.68
2025-05-20,Project Alpha,3072,2642,1700,0.5568,3.52,268,147967,2331,0.0158,0.9834,2292.38,15.4925,81,0.0264,4977.59,2.171,28.3
2025-05-21,Project Alpha,3118,2614,1219,0.4273,4.53,165,54804,1638,0.0299,0.6709,1098.97,20.0527,34,0.0109,2395.54,2.18,32.32
2025-05-22,Project Alpha,3040,2789,1756,0.3514,2.9,218,41645,1274,0.0306,0.8562,1090.85,26.194,53,0.0174,2525.48,2.315,20.58
2025-05-23,Project Alpha,2617,2253,1083,0.5264,3.52,136,72943,1716,0.0235,0.5587,958.71,13.1433,38,0.0145,2461.47,2.567,25.23
2025-05-24,Project Alpha,2165,1813,898,0.4759,3.25,200,43711,975,0.0223,0.8881,865.92,19.8101,52,0.024,3451.88,3.986,16.65
2025-05-25,Project Alpha,2568,2303,1274,0.2414,2.85,132,41524,1135,0.0273,0.7794,884.59,21.3031,62,0.0241,4757.24,5.378,14.27
2025-05-26,Project Alpha,3179,2994,1479,0.5529,3.71,113,41758,1258,0.0301,0.8117,1021.07,24.4521,66,0.0208,5452.49,5.34,15.47
2025-05-27,Project Alpha,2085,1721,1120,0.555,2.16,174,56748,1451,0.0256,1.0041,1456.89,25.673,44,0.0211,3088.81,2.12,33.11
2025-05-28,Project Alpha,2382,1943,1266,0.5718,3.84,204,47154,1086,0.023,0.8532,926.59,19.6503,54,0.0227,3608.61,3.895,17.16
2025-05-29,Project Alpha,1821,1525,1041,0.5293,3.8,132,36273,675,0.0186,0.8679,585.8,16.1498,41,0.0225,2091.0,3.569,14.29
2025-05-30,Project Alpha,1694,1443,803,0.5513,2.99,310,23742,936,0.0394,0.783,732.87,30.8681,20,0.0118,1640.44,2.238,36.64
2025-05-31,Project Alpha,1926,1597,1032,0.4118,2.4,247,74519,1092,0.0147,0.477,520.93,6.9906,44,0.0228,3200.27,6.143,11.84
2025-06-01,Project Alpha,1724,1468,611,0.4129,2.16,132,32132,908,0.0283,0.8269,750.82,23.3667,38,0.022,2084.0,2.776,19.76
2025-06-02,Project Alpha,1736,1551,955,0.301,3.03,144,47635,1020,0.0214,0.8166,832.88,17.4846,62,0.0357,4197.66,5.04,13.43
2025-06-03,Project Alpha,2130,1858,1293,0.3687,3.68,175,28156,707,0.0251,1.0086,713.05,25.325,27,0.0127,1618.86,2.27,26.41
2025-06-04,Project Alpha,2056,1900,760,0.553,2.36,129,29126,771,0.0265,0.507,390.91,13.4213,29,0.0141,1298.13,3.321,13.48
2025-06-05,Project Alpha,2069,1688,1158,0.435,2.87,118,52282,924,0.0177,0.7119,657.81,12.582,33,0.0159,2247.84,3.417,19.93
2025-06-06,Project Alpha,2019,1780,754,0.4032,2.96,174,37602,1309,0.0348,0.7737,1012.78,26.9342,47,0.0233,2599.79,2.567,21.55
2025-06-07,Project Alpha,1498,1283,665,0.3283,3.21,124,32223,909,0.0282,0.485,440.9,13.6828,41,0.0274,3184.89,7.224,10.75
2025-06-08,Project Alpha,1751,1424,731,0.3304,2.75,160,30462,736,0.0242,0.7364,541.97,17.7917,25,0.0143,1527.52,2.818,21.68
2025-06-09,Project Alpha,2006,1900,978,0.383,3.92,112,33836,949,0.028,0.8769,832.22,24.5957,28,0.014,1517.52,1.823,29.72
2025-06-10,Project Alpha,1811,1489,862,0.582,2.79,218,33316,775,0.0233,0.9566,741.38,22.253,23,0.0127,1855.77,2.503,32.23
2025-06-11,Project Alpha,2318,1980,1281,0.435,2.1,141,38454,1080,0.0281,0.6229,672.68,17.4931,34,0.0147,2590.25,3.851,19.78
2025-06-12,Project Alpha,2088,1746,901,0.3922,2.72,153,52976,973,0.0184,0.8511,828.14,15.6324,69,0.033,4579.11,5.529,12.0
2025-06-13,Project Alpha,2088,1838,843,0.3403,2.07,131,29184,947,0.0324,0.8389,794.42,27.2211,43,0.0206,2094.91,2.637,18.47
2025-06-14,Project Alpha,1766,1656,873,0.3667,3.31,160,22943,491,0.0214,0.8229,404.04,17.6106,49,0.0277,3516.01,8.702,8.25
2025-06-15,Project Alpha,1797,1530,811,0.4107,3.8,227,31996,942,0.0294,0.8607,810.82,25.3413,38,0.0211,2259.18,2.786,21.34
2025-06-16,Project Alpha,1819,1660,842,0.644,2.31,186,36899,991,0.0269,0.9615,952.86,25.8235,30,0.0165,1511.54,1.586,31.76
2025-06-17,Project Alpha,2056,1943,1194,0.4413,3.48,207,48115,1185,0.0246,0.8359,990.51,20.5863,31,0.0151,1970.7,1.99,31.95
2025-06-18,Project Alpha,2268,2100,1187,0.3313,3.43,132,42966,1482,0.0345,0.8096,1199.85,27.9256,56,0.0247,4322.23,3.602,21.43
2025-06-19,Project Alpha,1758,1424,953,0.4151,2.56,182,30408,994,0.0327,0.4176,415.05,13.6494,49,0.0279,3008.53,7.249,8.47
2025-06-20,Project Alpha,1889,1751,796,0.4356,2.25,153,49656,1339,0.027,0.7071,946.8,19.0672,34,0.018,2179.19,2.302,27.85
2025-06-21,Project Alpha,1580,1397,918,0.3768,4.42,167,22613,674,0.0298,0.8581,578.36,25.5764,61,0.0386,4709.99,8.144,9.48
2025-06-22,Project Alpha,1480,1268,742,0.4847,3.15,170,52071,887,0.017,1.018,902.97,17.3411,49,0.0331,4690.9,5.195,18.43
2025-06-23,Project Alpha,1683,1431,795,0.5053,2.72,251,33881,683,0.0202,0.7246,494.9,14.607,43,0.0255,2713.38,5.483,11.51
2025-06-24,Project Alpha,2045,1737,1079,0.532,3.08,140,26696,767,0.0287,1.0629,815.28,30.5394,50,0.0244,2829.05,3.47,16.31
2025-06-25,Project Alpha,2070,1958,1087,0.3133,3.51,43,40022,843,0.0211,0.9013,759.82,18.9851,67,0.0324,4373.81,5.756,11.34
2025-06-26,Project Alpha,2020,1652,679,0.3826,3.92,155,28329,616,0.0217,1.1472,706.67,24.9451,25,0.0124,1173.61,1.661,28.27
2025-06-27,Project Alpha,1986,1683,727,0.3719,2.92,236,37983,1140,0.03,0.5734,653.68,17.2098,65,0.0327,4153.34,6.354,10.06
2025-06-28,Project Alpha,1440,1352,564,0.3345,3.71,163,27993,862,0.0308,0.9492,818.2,29.2287,28,0.0194,2011.29,2.458,29.22
2025-06-29,Project Alpha,2110,1720,696,0.4396,3.38,131,46799,1223,0.0261,0.8312,1016.53,21.7212,49,0.0232,2702.37,2.658,20.75
2025-06-30,Project Alpha,1773,1652,982,0.5927,3.28,201,30811,694,0.0225,0.8303,576.22,18.7018,42,0.0237,2243.01,3.893,13.72
2025-07-01,Project Alpha,2223,1840,1154,0.2962,3.0,144,34854,896,0.0257,0.4788,429.01,12.3088,45,0.0202,2766.33,6.448,9.53
2025-07-02,Project Alpha,1960,1734,705,0.5971,3.06,142,31729,809,0.0255,0.9375,758.46,23.9043,44,0.0224,3348.87,4.415,17.24
2025-07-03,Project Alpha,1889,1549,1054,0.3401,4.09,159,50256,1326,0.0264,0.6349,841.86,16.7514,50,0.0265,3645.46,4.33,16.84
2025-07-04,Project Alpha,1783,1502,738,0.3875,3.95,142,23834,753,0.0316,0.9834,740.47,31.0678,30,0.0168,2405.95,3.249,24.68
2025-07-05,Project Alpha,1328,1151,717,0.4257,1.78,144,35619,659,0.0185,0.778,512.72,14.3946,44,0.0331,3289.01,6.415,11.65
2025-07-06,Project Alpha,1895,1633,900,0.3819,2.9,169,36283,942,0.026,0.9426,887.94,24.4726,42,0.0222,2983.43,3.36,21.14
2025-07-07,Project Alpha,2137,1965,1296,0.2981,1.26,182,50395,1230,0.0244,0.839,1031.93,20.4768,36,0.0168,2327.88,2.256,28.66
2025-07-08,Project Alpha,1544,1438,663,0.582,3.26,221,60391,807,0.0134,0.7308,589.72,9.765,42,0.0272,2608.22,4.423,14.04
2025-07-09,Project Alpha,1961,1656,1050,0.2957,2.99,143,66189,1255,0.019,0.8786,1102.69,16.6597,26,0.0133,1674.49,1.519,42.41
2025-07-10,Project Alpha,1914,1735,1206,0.5476,2.42,209,36329,886,0.0244,0.7333,649.74,17.8849,41,0.0214,2823.22,4.345,15.85
2025-07-11,Project Alpha,1830,1583,888,0.2113,2.75,214,31220,475,0.0152,0.8914,423.41,13.5621,20,0.0109,1417.9,3.349,21.17
2025-07-12,Project Alpha,1438,1366,569,0.2928,2.54,171,26394,626,0.0237,0.6629,414.98,15.7225,21,0.0146,1312.51,3.163,19.76
2025-07-13,Project Alpha,1508,1425,974,0.5298,1.8,167,39418,1123,0.0285,0.7229,811.84,20.5957,53,0.0351,4623.45,5.695,15.32
2025-07-14,Project Alpha,1594,1509,990,0.4165,4.86,163,26917,714,0.0265,0.8443,602.8,22.3948,35,0.022,1738.94,2.885,17.22
2025-07-15,Project Alpha,2210,2024,913,0.2937,2.27,229,63734,1455,0.0228,0.7875,1145.79,17.9777,64,0.029,3818.79,3.333,17.9
2025-07-16,Project Alpha,1828,1601,766,0.3779,1.07,191,47742,1215,0.0254,0.8335,1012.73,21.2126,27,0.0148,1816.56,1.794,37.51
2025-07-17,Project Alpha,2098,1904,974,0.4408,2.48,209,65324,1516,0.0232,0.7533,1142.03,17.4825,20,0.0095,1183.7,1.036,57.1
2025-07-18,Project Alpha,2096,1763,1095,0.4771,2.0,110,28861,704,0.0244,0.7042,495.79,17.1785,33,0.0157,2123.08,4.282,15.02
2025-07-19,Project Alpha,1573,1363,781,0.5659,3.78,129,30643,805,0.0263,0.8297,667.92,21.7968,26,0.0165,1863.21,2.79,25.69
2025-07-20,Project Alpha,1546,1287,566,0.5705,2.7,114,28381,854,0.0301,0.6425,548.66,19.3319,26,0.0168,1582.62,2.885,21.1
2025-07-21,Project Alpha,1535,1390,647,0.3193,1.98,136,23094,683,0.0296,0.7257,495.63,21.4614,49,0.0319,3200.63,6.458,10.11
2025-07-22,Project Alpha,1935,1652,1001,0.4606,2.82,157,67754,965,0.0142,0.678,654.27,9.6566,56,0.0289,3314.84,5.066,11.68
2025-07-23,Project Alpha,2121,1839,1137,0.5181,2.29,198,46711,1226,0.0262,0.6967,854.16,18.2861,44,0.0207,2101.95,2.461,19.41
2025-07-24,Project Alpha,2032,1897,1083,0.2696,3.33,267,68670,873,0.0127,0.4742,413.98,6.0285,45,0.0221,2815.72,6.802,9.2
2025-07-25,Project Alpha,1437,1178,799,0.4904,3.6,175,28249,649,0.023,0.9088,589.83,20.8797,41,0.0285,2843.11,4.82,14.39
2025-07-26,Project Alpha,1771,1539,860,0.5482,3.17,150,30059,728,0.0242,0.6253,455.19,15.1432,41,0.0232,3062.53,6.728,11.1
2025-07-27,Project Alpha,1643,1355,584,0.2128,4.53,178,46459,936,0.0201,0.8282,775.19,16.6855,32,0.0195,1887.55,2.435,24.22
2025-07-28,Project Alpha,1850,1649,1073,0.4351,2.66,180,60956,1180,0.0194,0.6559,773.95,12.6969,29,0.0157,2190.39,2.83,26.69
2025-07-29,Project Alpha,2063,1909,1322,0.4987,3.85,125,29472,801,0.0272,0.9355,749.34,25.4255,60,0.0291,3633.01,4.848,12.49
2025-07-30,Project Alpha,1844,1490,787,0.6348,3.64,162,68832,1123,0.0163,0.7439,835.36,12.1362,14,0.0076,1096.96,1.313,59.67
2025-07-31,Project Alpha,1642,1477,908,0.3599,2.31,180,52730,1040,0.0197,0.7227,751.66,14.2549,35,0.0213,2605.09,3.466,21.48
2025-08-01,Project Alpha,1563,1408,910,0.4423,2.77,96,19560,527,0.0269,0.8883,468.14,23.9335,41,0.0262,1890.78,4.039,11.42
2025-08-02,Project Alpha,1359,1199,512,0.4981,4.15,142,28232,618,0.0219,0.8475,523.73,18.5509,31,0.0228,1835.67,3.505,16.89
2025-08-03,Project Alpha,1438,1226,710,0.5493,3.62,227,25393,882,0.0347,0.7072,623.75,24.5639,21,0.0146,1539.05,2.467,29.7
2025-08-04,Project Alpha,1795,1695,998,0.4823,4.0,223,28414,807,0.0284,0.8823,711.98,25.0574,47,0.0262,3261.17,4.58,15.15
2025-08-05,Project Alpha,2024,1715,1179,0.3132,3.16,144,27324,772,0.0283,0.7946,613.41,22.4495,23,0.0114,1589.34,2.591,26.67
2025-08-06,Project Alpha,1779,1557,1049,0.4895,2.43,138,53539,1185,0.0221,1.0684,1266.03,23.6469,33,0.0185,1546.73,1.222,38.36
2025-08-07,Project Alpha,1857,1567,765,0.4455,3.71,76,30670,827,0.027,0.9105,752.96,24.5504,44,0.0237,3142.18,4.173,17.11
2025-08-08,Project Alpha,1663,1499,735,0.3911,2.45,156,34050,657,0.0193,0.855,561.77,16.4984,24,0.0144,1686.75,3.003,23.41
2025-08-09,Project Alpha,1645,1449,874,0.3239,3.82,231,28186,876,0.0311,0.8801,771.0,27.354,27,0.0164,1950.45,2.53,28.56
2025-08-10,Project Alpha,1403,1145,726,0.4281,3.64,118,16497,613,0.0372,0.7044,431.78,26.1732,32,0.0228,2044.21,4.734,13.49
2025-08-11,Project Alpha,1548,1254,602,0.5351,3.26,197,53456,1016,0.019,0.7873,799.89,14.9635,31,0.02,1711.06,2.139,25.8
2025-08-12,Project Alpha,1897,1752,824,0.343,4.3,124,52900,1395,0.0264,0.7087,988.63,18.6887,33,0.0174,1873.64,1.895,29.96
2025-08-13,Project Alpha,1903,1784,983,0.4578,2.82,179,31511,688,0.0218,0.9294,639.45,20.2929,35,0.0184,2019.28,3.158,18.27
2025-08-14,Project Alpha,1751,1491,1035,0.3323,4.37,139,38248,1155,0.0302,0.6425,742.06,19.4013,53,0.0303,3438.97,4.634,14.0
2025-08-15,Project Alpha,1946,1770,800,0.4039,4.05,102,39674,943,0.0238,0.7987,753.18,18.9842,45,0.0231,2803.23,3.722,16.74
2025-08-16,Project Alpha,1616,1486,860,0.4284,3.76,238,16808,558,0.0332,0.7594,423.75,25.2112,28,0.0173,1637.14,3.863,15.13
2025-08-17,Project Alpha,1349,1182,530,0.5648,2.91,211,25795,554,0.0215,0.8089,448.15,17.3735,27,0.02,2056.69,4.589,16.6
2025-08-18,Project Alpha,1201,962,507,0.4046,4.31,125,18743,559,0.0298,1.0018,560.03,29.8794,31,0.0258,1617.27,2.888,18.07
2025-08-19,Project Alpha,1753,1470,970,0.5701,2.68,252,60664,968,0.016,0.4772,461.95,7.6149,9,0.0051,656.43,1.421,51.33
2025-08-20,Project Alpha,1863,1714,918,0.5137,4.23,102,36556,906,0.0248,0.7633,691.55,18.9176,45,0.0242,2866.38,4.145,15.37
2025-08-21,Project Alpha,2161,1905,836,0.5057,2.54,153,87521,1690,0.0193,0.7095,1199.07,13.7004,41,0.019,2952.19,2.462,29.25
2025-08-22,Project Alpha,1607,1457,766,0.3644,3.12,194,52485,777,0.0148,0.6312,490.43,9.3442,45,0.028,3246.13,6.619,10.9
2025-08-23,Project Alpha,1560,1457,617,0.6064,2.28,129,26299,805,0.0306,0.6726,541.46,20.5886,25,0.016,1273.12,2.351,21.66
2025-08-24,Project Alpha,1391,1117,741,0.4417,3.27,207,28770,814,0.0283,0.7683,625.39,21.7376,26,0.0187,1721.35,2.752,24.05
